Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white black ];
0;4997;4994;8005;259862.0;8005;0;1602.923508209852;52034.841810172205;null;-1;-1;-1;[ 53.51655215490319 46.48344784509681 ];
1;4998;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 4 1 5 3 );-1.0;-1;-1.0;[ ];
2;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
3;8;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 1 2 2 4 );-1.0;-1;-1.0;[ ];
4;2;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
5;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 4 2 2 3 );-1.0;-1;-1.0;[ ];
6;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
7;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 2 2 3 4 );-1.0;-1;-1.0;[ ];
8;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
9;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 7 2 8 4 );-1.0;-1;-1.0;[ ];
10;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
11;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 2 4 4 5 );-1.0;-1;-1.0;[ ];
12;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
13;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 5 3 7 4 );-1.0;-1;-1.0;[ ];
14;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
15;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 5 2 4 4 );-1.0;-1;-1.0;[ ];
16;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
17;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 3 2 5 3 );-1.0;-1;-1.0;[ ];
18;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
19;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 2 3 3 5 );-1.0;-1;-1.0;[ ];
20;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
21;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 8 2 6 3 );-1.0;-1;-1.0;[ ];
22;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
23;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 1 1 2 3 );-1.0;-1;-1.0;[ ];
24;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
25;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 6 1 7 3 );-1.0;-1;-1.0;[ ];
26;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
27;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 2 1 1 3 );-1.0;-1;-1.0;[ ];
28;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
29;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 5 1 3 2 );-1.0;-1;-1.0;[ ];
30;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
31;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 1 3 3 4 );-1.0;-1;-1.0;[ ];
32;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
33;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 7 1 8 3 );-1.0;-1;-1.0;[ ];
34;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
35;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 3 1 5 2 );-1.0;-1;-1.0;[ ];
36;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
37;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 6 3 4 4 );-1.0;-1;-1.0;[ ];
38;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
39;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 5 2 6 4 );-1.0;-1;-1.0;[ ];
40;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
41;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 7 4 6 6 );-1.0;-1;-1.0;[ ];
42;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
43;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 7 3 6 5 );-1.0;-1;-1.0;[ ];
44;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
45;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 4 4 3 6 );-1.0;-1;-1.0;[ ];
46;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
47;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 2 3 1 5 );-1.0;-1;-1.0;[ ];
48;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
49;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 6 2 7 4 );-1.0;-1;-1.0;[ ];
50;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
51;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 8 4 6 5 );-1.0;-1;-1.0;[ ];
52;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
53;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 8 1 6 2 );-1.0;-1;-1.0;[ ];
54;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
55;0;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 7 4 6 6 );-1.0;-1;-1.0;[ ];
56;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
57;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 6 4 8 5 );-1.0;-1;-1.0;[ ];
58;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;noop;-1.0;-1;-1.0;[ ];
59;1;-1;-1;-1.0;-1;-1;-1.0;-1.0;( move 6 6 5 8 );-1.0;-1;-1.0;[ ];
